name,city,income,credit_score,loan_amount,years_employed,points,loan_approved,gender
Jason Martin,Lozanofort,105914,638,16368,0,55.0,False,Female
Brandon Rodriguez,Hernandezland,126434,823,5918,6,95.0,True,Female
Maria Bryant,Josephton,101066,402,12449,2,45.0,False,Female
Heather Rhodes,Rodgersville,37989,346,1633,8,35.0,False,Female
Carolyn Howard,Friedmanview,128038,395,25420,21,55.0,False,Female
James Rivers,Maryfort,71104,731,43522,10,60.0,True,Male
Michael Brown,North Robert,37492,794,38286,28,60.0,True,Female
James Howard,Port Gabrielleberg,36572,794,32989,7,55.0,False,Female
Jessica Brown,Alexanderhaven,106569,529,44898,21,45.0,False,Male
Melissa Montgomery,Stanleybury,92493,793,23659,24,80.0,True,Male
Ronald Mcclain,North Dawnburgh,95909,817,31755,31,85.0,True,Male
Angela Vasquez,West Tara,141767,351,34222,14,55.0,False,Male
Jamie Montoya,South Seanshire,99615,758,6768,31,90.0,True,Female
Bryan Jimenez,North Richardton,50635,300,6956,38,45.0,False,Female
Marcia Wu,Lake Emily,37455,649,24812,3,30.0,False,Female
Sarah Rivera,Moranstad,96562,763,8472,6,85.0,True,Female
Courtney Peterson,Amystad,40500,408,4000,10,40.0,False,Female
Rodney Newton MD,Cherylborough,141587,423,26748,13,55.0,False,Female
Richard Love,Port Robertshire,54356,426,30524,29,35.0,False,Male
Tina Taylor,Smithton,38981,743,39346,30,60.0,True,Female
Priscilla Kent,Lake Lisa,107992,406,26389,38,55.0,False,Male
Erica Keith,Pettybury,38907,580,27074,21,40.0,False,Male
Jodi Anderson,Morrisonhaven,118501,606,46973,35,65.0,True,Female
Michelle Walls,East Jason,142960,597,45997,22,65.0,True,Male
Brandi Page,New Amy,60828,630,47553,7,45.0,False,Female
Kristina Aguilar,Craigside,82923,592,28681,0,45.0,False,Male
Allison Thomas,East Josephburgh,45713,593,45786,16,40.0,False,Female
Antonio Mueller,Port Amber,146691,667,30661,6,65.0,True,Male
Megan Hoffman,Lake Deborah,104668,698,16571,32,80.0,True,Female
Rebecca Roberts,South Paulmouth,62271,355,1849,16,50.0,False,Female
Sean Dalton,Greerstad,105880,501,48507,12,45.0,False,Female
Christopher Fleming,East Jill,107924,422,25720,2,45.0,False,Female
Justin Anderson,Adammouth,35209,458,3617,9,30.0,False,Female
Linda Ayala,Tracyshire,111183,666,5776,20,75.0,True,Male
Tina Meyer,South Amy,40745,713,7025,22,60.0,True,Male
Daniel Rivera,Kellyhaven,84948,786,37787,0,60.0,True,Male
Gregory Allen,North Felicia,116163,628,25993,7,65.0,True,Female
Joshua Campbell,Williehaven,106503,756,32903,2,75.0,True,Male
Matthew Flores,North Garyside,104085,846,1480,40,100.0,True,Female
Michael Ayala,Houstonborough,98522,850,47054,27,80.0,True,Female
Teresa Burgess,North Stephen,71467,639,3482,5,60.0,True,Male
Christopher King,New Lorraineview,64179,717,26430,28,60.0,True,Male
Jessica Smith,New Adamland,56772,346,46933,4,25.0,False,Female
Jonathan Roberts,Catherineport,117782,748,25996,25,90.0,True,Male
Amanda Moore,East Julie,123872,602,42552,9,60.0,True,Female
Stephen Sanford,Susantown,71180,444,9076,2,35.0,False,Female
Kyle Medina,West Jasonstad,61285,516,28043,32,35.0,False,Female
Clinton Jensen,Jamesburgh,64814,355,36969,29,35.0,False,Female
Angel Powers,Coreyshire,81876,798,22682,22,80.0,True,Female
Matthew Garcia,East Louismouth,47154,636,41392,19,40.0,False,Male
Brittany Knight,Susanburgh,118039,304,21526,15,55.0,False,Male
Michelle Davidson,Maryberg,114607,639,32454,29,65.0,True,Female
Raymond Tucker,East Debbieland,69321,587,10175,34,60.0,True,Female
Nicholas Sims,North Melissatown,89929,714,39668,13,65.0,True,Male
Kristen Stephens,Valdezberg,71441,674,26722,14,65.0,True,Male
Leah Vincent,South Walter,128548,392,27003,23,55.0,False,Female
Mary Charles,Port Willie,39508,756,11434,11,65.0,True,Male
Krystal Brennan,Lake Jessica,31220,667,3648,14,50.0,False,Female
Crystal Baker,North Elizabeth,90068,830,24674,24,85.0,True,Male
Jesse Williams,Dakotahaven,111416,580,49621,16,60.0,True,Female
Laura Bennett,Diazland,103792,829,17487,24,95.0,True,Male
Courtney Sullivan,Tommyfort,43104,306,33888,8,20.0,False,Female
David Robertson,Jasonburgh,39602,461,24738,38,25.0,False,Male
Bailey Hall,Jenniferfort,100468,790,32393,13,85.0,True,Male
Maria Jenkins,North David,57938,464,9829,40,45.0,False,Female
Stephanie Thomas,West Sandra,96307,829,27571,38,85.0,True,Male
Marcia Johns,Staceyborough,64760,759,40749,30,70.0,True,Female
Carolyn Greer,Port Brandi,47361,486,41842,32,25.0,False,Male
Nathaniel Cooper,Carlsonland,75745,535,25786,24,45.0,False,Female
Alan Mills,Serranoville,145456,481,32186,39,55.0,False,Male
Sherry Schmidt,North Timothyberg,39016,301,45470,27,25.0,False,Female
Jacqueline Williams,Perezfort,145247,690,23971,37,80.0,True,Male
Susan Hood,South Dennisfort,62018,538,6493,18,45.0,False,Female
Kimberly Scott,Lake Juliatown,78434,835,8722,33,90.0,True,Male
Matthew Watts,Robertville,67353,458,28923,37,35.0,False,Female
Scott Henderson,Cherylfurt,50676,508,28081,35,35.0,False,Female
Karen Wood,Kingport,87433,652,47235,25,55.0,False,Female
Sarah Hopkins,South Krista,139280,465,7571,13,60.0,True,Male
Rachel Owen,East Paultown,101200,393,10524,30,55.0,False,Female
Bobby Johnson,Ariasfurt,122214,833,19774,38,95.0,True,Male
Raymond Thompson,Gonzalesborough,69651,830,19743,12,80.0,True,Female
Kyle Black,New Gavin,110173,336,24575,15,55.0,False,Male
Vanessa Miller,Kimberlystad,135788,704,27571,37,80.0,True,Female
Adrian Padilla,New Justinside,115717,656,23772,17,70.0,True,Male
Victor Gibson,Andrewsview,99329,479,27681,32,45.0,False,Male
Benjamin Phillips,Port Williamview,31025,850,38676,16,65.0,True,Female
Tracy Hart,Port Matthew,117538,769,45668,29,85.0,True,Male
Shannon Olson,Carlosbury,137099,535,21691,26,55.0,False,Male
Kelli Smith,Johnland,102692,708,45151,21,70.0,True,Female
Timothy Woods,Jefferyshire,69240,575,12978,12,45.0,False,Male
Mr. Nicolas Salas II,Port John,116951,664,11223,6,70.0,True,Male
Blake Sosa,Austinside,43577,343,32607,23,25.0,False,Male
Katherine Galloway,Travishaven,145097,586,27075,14,70.0,True,Female
Bethany Fox,Mendozaside,47601,333,33930,22,25.0,False,Male
Michael Thompson,Lake Aprilmouth,64664,308,1774,13,50.0,False,Female
Brian Ward,Jacobview,45129,542,18655,30,25.0,False,Male
Grace White,Clarkstad,146616,673,27253,17,80.0,True,Male
Kenneth Krause,Port Cory,44029,576,16453,35,30.0,False,Male
James Thomas,South Linda,127310,480,28624,31,55.0,False,Female
Steven Mccoy,Kristenport,102512,556,37840,36,50.0,False,Male
Brett Martin,Port Jonathan,50374,398,30481,21,35.0,False,Male
Isaac Grant,Mauricechester,65697,424,24009,38,40.0,False,Female
Kenneth Banks,Port Justin,66930,632,45118,32,50.0,False,Male
Dr. Steve James,Stevenberg,109276,471,42981,21,50.0,False,Female
Logan Sullivan,North Fernandobury,57607,621,21766,18,55.0,False,Female
Lisa Foster,Normanstad,124058,833,30510,26,95.0,True,Male
Scott Martinez,Lake Johnathan,74942,381,14800,10,45.0,False,Female
Brendan Zuniga,Kelleytown,56685,706,35339,5,55.0,False,Male
Luke Miller,Parkerbury,120111,590,30042,40,65.0,True,Female
Joseph Jackson,Lake Michaelmouth,113130,787,31617,34,85.0,True,Female
Kimberly Taylor,New Carla,141792,745,35305,40,90.0,True,Male
Emily Reed,Port Christopher,64600,615,24971,26,55.0,False,Female
Eric Smith,West Justin,96244,847,1545,31,95.0,True,Female
Karen Smith,Yatesbury,94032,307,36927,23,45.0,False,Female
Stephen Kim,East Jennifer,62914,699,25796,14,60.0,True,Female
Jay Allen,Justinside,148664,575,28060,12,55.0,False,Female
Catherine Roberts,Williamsonview,149034,803,13306,20,100.0,True,Male
Anthony Nichols,North Julian,140900,428,47871,28,50.0,False,Female
Crystal Hernandez,Robinsonchester,36658,619,33662,23,40.0,False,Male
Rick Rivera,North Joseph,42097,701,5678,34,60.0,True,Female
Corey Skinner,Claytonville,113136,554,26218,28,55.0,False,Male
Zachary Gonzalez,New Elizabethborough,85518,784,26501,19,80.0,True,Male
Caitlin Chandler,West Timothyport,138704,503,24620,3,45.0,False,Female
Claudia Rodriguez,Nguyenburgh,66265,582,39318,7,45.0,False,Female
David Novak,Barkerberg,35778,680,6864,15,60.0,True,Female
Brandon Montgomery,North Michaelberg,30464,849,8038,8,65.0,True,Male
Eugene Grant DDS,Lindamouth,73719,497,2399,24,50.0,False,Female
Chad Roach,Mannside,131072,601,36568,31,65.0,True,Male
Cody Bailey,Hillside,47146,464,5513,33,35.0,False,Male
Edward Baker,Shawnhaven,113507,688,49080,11,70.0,True,Male
Lisa Diaz,West Jennifer,64335,696,13443,33,70.0,True,Female
Pamela Moore,Marcusmouth,51178,413,7308,33,45.0,False,Female
Amanda Pace,Port Anthony,127154,409,32809,12,50.0,False,Male
Kenneth Huff,Foxshire,87912,562,4216,23,55.0,False,Male
Mitchell Smith,Lake Travis,102309,381,31674,40,50.0,False,Female
Justin Hurley,Shortton,122493,572,35669,2,40.0,False,Male
Sandra Miller,New Colton,86057,536,35842,24,40.0,False,Female
Joseph Wright,New Kara,103519,725,49896,6,65.0,True,Male
Laura Craig,Andradeburgh,31267,484,37042,25,25.0,False,Female
Mary Ferguson,Mahoneymouth,44663,632,25361,26,40.0,False,Male
Jessica Swanson,New Amy,39862,684,37060,16,50.0,False,Female
Jesse Moyer,Lake Austinport,145750,316,34922,8,50.0,False,Male
Elizabeth Evans MD,Andrewview,120573,823,37459,36,90.0,True,Female
Brittney Johnson,Ericview,148479,675,39152,15,75.0,True,Female
Robert Davis,Carrollborough,49536,379,48420,20,25.0,False,Male
Carrie Petersen,New Dawnton,101511,690,6143,3,75.0,True,Male
Felicia Hobbs,Butlerville,34722,532,49999,38,25.0,False,Female
Madison Chen,West Alicemouth,139392,453,22419,32,55.0,False,Male
Brittany Nunez,Maddoxshire,78393,816,6903,14,95.0,True,Female
Richard Hernandez,Christophershire,106350,350,36923,25,50.0,False,Male
James Hamilton,Port Dennis,102420,502,32972,25,50.0,False,Female
Christina Gilbert,East Charles,49410,740,22195,36,60.0,True,Female
Michael Henderson,Jamesstad,86333,324,20976,10,50.0,False,Female
Lisa Branch MD,South Brady,46704,539,14086,23,30.0,False,Female
Nicholas Miller,East Stacyberg,35482,594,1900,21,55.0,False,Female
Ashley Cole,West Jasonside,70404,516,14356,34,45.0,False,Female
Deanna Webb,Lake Holly,77795,318,25681,37,45.0,False,Male
Kelsey Scott,West Jamesview,147831,354,31471,0,40.0,False,Male
Matthew Alvarado,Michelletown,134349,599,43559,24,65.0,True,Male
James Bray,West Toddside,142814,390,13217,12,60.0,True,Female
Judith House,North Johnhaven,35229,612,22860,31,40.0,False,Female
Christopher Reed,Michaelport,147823,541,33850,17,55.0,False,Female
Lori Johns,New Stacybury,76898,455,23399,25,45.0,False,Female
Anita Reyes,South John,57535,456,28948,19,35.0,False,Male
Erin Daniels,Lake Dillon,119399,507,10051,19,60.0,True,Male
Stephanie Browning,Forbesberg,62706,461,21807,4,30.0,False,Female
Tiffany Wilson,Maryberg,117416,330,21885,26,55.0,False,Male
Elizabeth Reese,Edwinborough,43473,409,9620,11,35.0,False,Male
William Jensen,New Jesse,76357,326,24544,5,40.0,False,Female
Karen Shaw,Josephstad,132251,488,26392,31,55.0,False,Male
Christopher Perez,Durantown,103385,576,28069,14,50.0,False,Female
Virginia Todd,East Saramouth,145885,801,46079,20,90.0,True,Male
Stacy Patterson,New Jillfurt,144650,620,26831,39,70.0,True,Female
Laura Herrera,New Danielmouth,83264,343,17103,33,50.0,False,Female
Victoria Williams,Blackton,111351,494,20082,28,55.0,False,Female
Eric Carey,Jacksonport,128235,355,46216,33,50.0,False,Female
Julie Lucas,Lake Vincentburgh,50257,438,26760,26,35.0,False,Male
Alexander Chavez,South Christopher,61029,631,46332,10,50.0,False,Female
Becky Wilson,Waltersland,143325,836,47352,24,90.0,True,Female
Vanessa Salazar,South Andrea,51299,344,12199,21,45.0,False,Female
Mary Hernandez,East Kayla,134842,352,28497,19,55.0,False,Male
Randy Griffin,North Rachel,136269,507,1231,39,60.0,True,Female
Alexandria Jimenez,Stephenstown,53206,805,16589,13,80.0,True,Male
Karen Ortiz,New Carolbury,145528,584,41616,40,65.0,True,Female
Samantha Williams,North Denise,84040,337,10527,2,40.0,False,Male
Sara Evans,North Danielburgh,33248,465,45046,18,25.0,False,Male
Melissa Larson,South Kara,53509,668,3348,5,60.0,True,Female
Erica Merritt,Port Ronaldside,126542,366,20191,30,55.0,False,Male
Michael Hill,Warrenborough,73540,359,8163,36,45.0,False,Female
Lori Benitez,Ramseyport,132548,737,40901,20,75.0,True,Female
Kenneth Hanson,New Anna,83964,832,48787,40,80.0,True,Female
Dr. Stephen Hall IV,North David,135150,776,41990,7,80.0,True,Male
Christine Gilbert,Gutierrezmouth,117806,658,37727,40,65.0,True,Male
Martin Vaughn,Kristyport,143254,607,34206,35,70.0,True,Female
Aaron Jennings,Randyshire,126345,329,12510,12,60.0,True,Female
George Chambers,Roblesberg,136266,793,11183,40,95.0,True,Male
Sean Huang,Bowerschester,62527,357,35149,19,35.0,False,Female
Megan Peters,East Barbaramouth,64970,662,5339,9,60.0,True,Female
Andre Terrell,New Catherine,50866,491,40006,7,30.0,False,Female
Nicole Thornton,Jenniferview,133202,723,6688,31,85.0,True,Male
Jacqueline Gallegos,Javierport,121917,479,8355,23,60.0,True,Male
Paula Gentry,Hunterfort,44168,812,11097,12,70.0,True,Male
John Russo,Kimberlyberg,80140,400,34826,8,35.0,False,Female
Andrew Hughes,North Larryton,144316,389,22842,29,55.0,False,Female
Ashley Miranda,Andrewport,35075,514,22029,12,25.0,False,Female
Donald Flores,Lambertview,142537,452,11321,17,60.0,True,Male
Tyler Castro,East Amyside,91694,626,18763,9,60.0,True,Female
Regina Andrews,North Larry,59154,646,36427,28,50.0,False,Female
Allen Berger,North Patrickland,56158,736,26684,11,60.0,True,Female
Stephanie Soto,Jensenport,137031,640,13985,34,70.0,True,Female
Thomas Duran,North Lisa,90332,779,7374,29,90.0,True,Male
Matthew Miranda,Hallbury,75830,447,41431,16,40.0,False,Male
Jenna Lyons,Kristinamouth,70001,764,32949,1,55.0,False,Female
Brian Mendoza,West Katrina,137549,430,34288,6,50.0,False,Male
Miguel Rodriguez,Port Kevinmouth,134247,710,39701,26,75.0,True,Male
David Moore,Reyesmouth,144206,513,46485,37,50.0,False,Female
William Bradley,Amybury,59831,477,44424,4,25.0,False,Female
Michelle Copeland,New Caitlinmouth,59219,399,30177,11,35.0,False,Male
Jared George,Murphyton,33101,392,15261,8,20.0,False,Female
Stephanie Fields,Port Dwayneberg,116511,763,35816,18,85.0,True,Male
Kenneth Gonzalez,Kevinport,55313,745,48041,22,70.0,True,Female
Lauren Carr DDS,Port Kelly,82227,678,36971,3,55.0,False,Male
Justin Irwin,Port Juliantown,73025,540,29292,37,35.0,False,Female
Evan Reyes,Grahamborough,66517,477,32121,8,30.0,False,Male
James Middleton,Mooreberg,143292,437,1760,4,50.0,False,Male
Brianna Dyer,Proctorberg,39099,386,9992,26,30.0,False,Male
Stephanie Dominguez,Hansonmouth,131361,821,28795,35,95.0,True,Female
Janice Perez,Jacobsshire,66585,810,48901,15,75.0,True,Male
Debra House,Arthurton,76025,794,47195,23,75.0,True,Male
John Vaughn,Lake Jessica,114080,586,31470,33,65.0,True,Female
Steve Davis,Mccoyland,96768,619,41176,3,45.0,False,Female
Kimberly Smith,Huntfort,82386,639,28591,22,60.0,True,Male
Thomas Curry,Bryanfort,119065,473,38542,3,40.0,False,Male
Dorothy Mclaughlin,West Toddberg,140580,817,6037,17,100.0,True,Female
Luis Hill,Alexisville,100282,478,39782,9,45.0,False,Female
Jacqueline Thompson,South Henry,73404,840,3168,21,90.0,True,Female
Dr. Linda Underwood,Mullinschester,33617,692,16594,28,50.0,False,Female
Carol Lane,Brianview,45118,418,4442,10,40.0,False,Female
John Alvarez,South Frances,144955,699,32102,16,80.0,True,Male
Seth Smith,Reyesmouth,64237,842,45752,2,65.0,True,Female
Joseph Gomez,Bishopview,53405,643,18716,17,55.0,False,Male
Dawn Silva,Mejiabury,106099,499,35075,21,50.0,False,Male
Wendy Edwards,Lake Alanland,64795,312,27951,6,30.0,False,Male
Melissa Bell,Johnathanton,35014,324,41592,5,20.0,False,Female
Kristopher Shannon,New Danielle,44208,422,6661,38,35.0,False,Male
Matthew Yoder,North Heather,108193,559,20304,29,55.0,False,Male
Angela Chavez,Kaylamouth,86959,563,11614,4,40.0,False,Female
Antonio Price,West Stephanieview,75309,482,29873,4,35.0,False,Male
Timothy Bishop Jr.,Rodriguezside,125491,741,15312,39,90.0,True,Male
Susan Baldwin,North Charlesshire,133078,556,30221,1,40.0,False,Female
Brittany Bowman,Lake Peterberg,71114,637,26646,36,55.0,False,Male
Michael Wise,Grahamland,87199,531,1216,24,55.0,False,Male
Sabrina Olson,Mathewport,109457,710,4617,40,85.0,True,Male
Maria Diaz DVM,Christophermouth,97033,596,43453,12,55.0,False,Female
Andrew Cruz,West Heather,45157,409,42328,22,25.0,False,Female
Dr. Jeffrey Lopez,East Anthonyshire,80488,544,33062,24,40.0,False,Female
Joshua Parker,Levytown,147899,337,23235,3,45.0,False,Male
Nathan Sullivan,Port Desiree,105574,835,31039,34,90.0,True,Male
Kerry Buckley,Lake Donaldtown,54914,782,41525,2,60.0,True,Female
Matthew Smith,West Loriville,63386,767,41057,10,70.0,True,Male
Amy Roth,South Brookebury,35817,364,14280,27,30.0,False,Male
Russell Rojas,Nguyenshire,122901,440,22075,13,55.0,False,Female
Leslie Rogers,West Donaldchester,87154,472,46632,23,40.0,False,Female
Jessica Frost,East Craigfurt,30221,461,2024,31,40.0,False,Male
Adam Howe,Robertfort,98146,429,14510,9,45.0,False,Male
Kelly Jenkins,New Heather,135710,484,48002,31,50.0,False,Male
Anita Serrano,Michaeltown,100575,541,13576,7,50.0,False,Female
Dr. Lisa Huffman,South Kaylee,120027,513,19115,3,45.0,False,Female
Robert Jennings,Jimenezburgh,124297,344,4540,23,60.0,True,Female
Jeffrey Cook,Williamston,127248,850,12526,10,100.0,True,Female
Karina Wilson,Lake Sean,126605,633,28463,12,70.0,True,Male
Stephanie Hall,West Jeremybury,117900,722,14104,24,80.0,True,Female
Angel Richards,South Dustinmouth,55825,482,26384,23,35.0,False,Female
Nathan Chen,Jamesberg,77739,332,46364,36,40.0,False,Female
Chad York,Barnesmouth,86531,525,20343,38,50.0,False,Female
Robert Cisneros,New Tara,39171,535,6667,26,35.0,False,Female
Katherine Forbes,Hoodview,117062,314,48842,27,45.0,False,Male
Danielle Murphy,New Sophia,73279,305,28379,2,30.0,False,Male
John Mack,South Amandafort,111678,400,30651,31,50.0,False,Female
Justin Smith,Dodsonberg,71145,667,20384,15,55.0,False,Male
Ann Castillo,Evanmouth,116951,324,30808,29,50.0,False,Female
Shelly Sullivan,Courtneytown,141151,372,26223,21,55.0,False,Female
Elizabeth Mullins,Port Gail,46334,643,49218,3,30.0,False,Male
Susan Cox,North Patrickmouth,124339,341,24958,23,55.0,False,Male
Justin Jones,East Tina,147970,544,36365,7,50.0,False,Female
Nancy Goodwin,Port Julie,69363,530,22001,22,40.0,False,Female
Kathy Henderson,North Nathanmouth,96469,797,33863,33,80.0,True,Female
Julie Patel,Shannonstad,70538,367,13343,29,45.0,False,Male
James White,North Fredville,117410,451,33527,9,45.0,False,Female
Kelly Burton,Robertside,83528,435,32057,22,45.0,False,Female
Oscar Smith,North Andrew,72753,537,35053,21,35.0,False,Female
Grant Lucas,Toddhaven,82743,755,31015,19,80.0,True,Male
Stephanie Parker,Jeremystad,121384,595,4101,9,70.0,True,Female
Jesus Jackson,Lake Amanda,68752,486,12492,9,40.0,False,Female
Bruce Chaney,South Jorge,102667,488,14445,35,55.0,False,Male
Mary Spence,West Shane,46683,466,35972,19,25.0,False,Female
Alexander Velazquez,South Sarah,55144,459,1281,34,50.0,False,Female
Erin Thornton,Kempshire,85108,450,38043,28,40.0,False,Male
Michael Wilson,South Christinabury,117153,756,24422,5,85.0,True,Female
Lee Lee,Port Shari,79695,584,13826,1,50.0,False,Male
Samuel Rhodes,New Prestonfort,118777,625,40529,38,65.0,True,Male
Amy Estrada,Hernandezchester,128059,678,26304,23,80.0,True,Female
Gregory Parker,Sawyerland,148332,520,48700,28,50.0,False,Female
Jennifer Ramos,Port Jessica,52810,734,48749,26,60.0,True,Female
Kevin Miller,West Thomas,110676,837,22981,4,85.0,True,Female
Leslie Bennett,South Danielleview,104593,724,12461,35,80.0,True,Male
Keith Melendez,East Marisa,69446,596,37298,31,50.0,False,Female
Ronald Davenport,Troymouth,83225,529,2758,0,40.0,False,Male
Eric Davidson,Martinezport,101819,727,12755,31,80.0,True,Female
Maria Johnson,Trevorland,139278,670,39080,30,75.0,True,Female
Sheena Burton,Mccannville,30053,682,34588,36,50.0,False,Female
David Perkins,West Steven,69829,438,24421,10,40.0,False,Male
Isaac Fields,Brandonport,67606,842,42873,4,65.0,True,Female
Pamela White,New Karenside,57549,630,21723,19,55.0,False,Female
Michael Cox,Madelinetown,86346,440,34958,18,40.0,False,Female
John Peterson,North Jeffery,132990,815,15490,12,95.0,True,Female
Kristin Norris,South Stevenland,106019,419,9600,1,45.0,False,Male
Eric Cox,Prestonhaven,109516,650,12285,19,70.0,True,Female
Robert Walker,Lake Jeremy,115813,428,14752,8,50.0,False,Male
Mrs. Pamela Rodriguez,Port Toddchester,72237,343,13868,6,40.0,False,Male
Matthew Watkins,Wilsonview,90946,344,5341,19,55.0,False,Male
Nicole Patton,New Rachel,87905,489,44948,22,40.0,False,Male
Charles Francis,Stacystad,87954,660,11522,32,65.0,True,Male
Lisa Wagner,North Loritown,118555,841,15221,12,95.0,True,Male
Carolyn Webster,Lake Coreyborough,58010,816,47383,30,75.0,True,Female
Kevin Gonzales,East Maryfurt,97000,734,15042,32,75.0,True,Male
Brian Rollins,South Danielberg,92021,807,24674,18,85.0,True,Male
Amanda Murphy,South Justinport,134036,754,15802,35,90.0,True,Male
William Patterson,Port Leahstad,148119,483,1837,31,60.0,True,Female
Jennifer Mills,North Douglasfurt,134336,404,49590,10,50.0,False,Female
William Morgan,Martinezchester,126463,811,19252,37,95.0,True,Male
Nicole Owen,Kellyfurt,52241,796,34516,17,70.0,True,Female
Jesse Martinez,Crawfordberg,116356,330,7527,3,50.0,False,Male
Kathleen Johnson,South Cassandra,41114,634,11009,19,45.0,False,Male
Anne Jones,Sparksborough,67196,600,44390,31,50.0,False,Female
Dennis Cooper PhD,Port Anthonychester,97561,421,26141,28,45.0,False,Male
James Stevens,East Angelaport,117012,468,33209,27,50.0,False,Female
Mike Freeman,New Emilyside,112960,781,32189,35,85.0,True,Female
Katie Myers,Garzafurt,111167,661,19640,20,70.0,True,Male
Kevin Anderson,Michaelshire,73933,327,41970,21,35.0,False,Male
Jeffrey Braun,Bellbury,42240,553,16376,19,30.0,False,Female
Susan Jones,Dannyburgh,137272,320,36285,20,50.0,False,Male
Matthew Henderson,Adamsfort,128453,322,21743,24,55.0,False,Male
Erica Davis,Garciaborough,60784,644,33553,32,50.0,False,Male
Mary Jackson,Michaelchester,118184,506,33568,40,50.0,False,Female
Rachel Pittman,West Joseph,70687,604,38586,25,50.0,False,Female
Lori Rubio,New Matthewland,59444,843,32147,27,75.0,True,Male
Robert Pearson,Williamport,135717,743,44480,34,85.0,True,Female
Jason King,Powersside,56100,484,2219,40,50.0,False,Female
Shari Ray,Lake Suzanne,49313,778,18559,40,65.0,True,Female
Lisa Hammond,Michaelton,33201,834,14149,23,65.0,True,Female
David Francis,Meganchester,36057,626,5222,40,50.0,False,Female
Jason Colon,West Gloria,62092,541,27598,15,35.0,False,Male
Corey Sanchez,Stevenside,92277,746,28657,2,70.0,True,Male
Dominic Johnson,Donnaburgh,110120,343,48348,31,45.0,False,Male
Amy Mosley,Carolynland,141376,716,24818,5,75.0,True,Female
Ryan Cameron,North Ashley,130727,812,8906,33,100.0,True,Female
Lauren Hampton,Tylerland,39545,543,40309,7,20.0,False,Male
Emily Collier,Shafferbury,89692,733,15287,9,70.0,True,Female
Daniel Hill,Kingshire,84321,357,33136,34,45.0,False,Male
Travis Stewart,Wellsbury,146147,584,10496,23,75.0,True,Male
Jacob Parker,Port Joditon,112544,545,17579,35,55.0,False,Male
Mark Haynes,New Michellemouth,105454,697,1515,25,85.0,True,Female
Tabitha Turner,West Jason,55485,464,29760,40,35.0,False,Female
Robert Newman,West Michellefort,124155,782,49296,26,85.0,True,Male
Faith Henderson,Port Ethanview,121272,818,5349,22,100.0,True,Male
Nicholas Kelley,Shawntown,80328,353,43033,11,40.0,False,Male
Rachel Taylor,Gonzalezport,94799,621,38736,5,50.0,False,Male
David Reeves,Port Brooke,82383,720,21932,28,70.0,True,Female
Nicholas Green,Laurenborough,61979,386,28164,23,35.0,False,Female
Shawn Duffy,North Stacy,49342,534,6831,29,35.0,False,Male
Michael Jackson,Williamsonview,115990,452,6836,23,60.0,True,Male
Keith Smith,Ayalamouth,120128,806,8766,14,100.0,True,Female
Cheryl Atkins,Keithfort,30726,691,9532,27,55.0,False,Female
Lindsay Carney,Jessicaborough,147002,728,12820,26,85.0,True,Male
Alyssa Cherry,New Shannon,128430,554,25224,37,55.0,False,Male
Judith Smith,Port Marcus,142779,707,46013,13,75.0,True,Male
Michelle Fitzgerald,Charlesside,130931,360,4415,21,60.0,True,Female
Kaitlin Gomez,North Jonfurt,146059,609,26866,23,70.0,True,Female
Steven Williams,West Geoffrey,43970,804,23228,29,65.0,True,Female
Evan Moreno,West Darryl,132029,345,9380,31,60.0,True,Male
Sandy Adkins,Campbellview,85724,570,34880,20,40.0,False,Male
Christopher Doyle,Gallagherberg,58683,750,4487,12,85.0,True,Female
Michael Graham,Williamsstad,53053,796,30999,31,70.0,True,Female
Nathan Hernandez,Claytonport,135396,484,12029,32,60.0,True,Male
Kristine Alvarado,New Whitney,121214,304,35472,36,50.0,False,Female
Thomas Sanchez,Rhodesmouth,97889,326,19630,7,45.0,False,Female
Kevin Bean,Ericland,90889,771,47380,30,75.0,True,Male
Tyler Wheeler,West Taramouth,36582,632,48942,36,40.0,False,Female
Scott Solis,Marcuston,103060,372,36858,38,50.0,False,Male
James Thompson,Davisborough,62662,466,26460,25,35.0,False,Male
Paul Valdez,West Travischester,141193,617,45889,38,65.0,True,Male
Max Collier,South Sean,45906,697,32223,17,50.0,False,Male
Jenny Avila,Christinachester,89829,736,7091,2,70.0,True,Male
Valerie Rhodes,South Alison,47477,837,6503,18,75.0,True,Male
Bob Solis,Edgarberg,135043,607,17295,33,70.0,True,Male
Keith Arnold,New Danielchester,90901,722,7192,29,80.0,True,Female
Laura King,Brendahaven,117500,316,8466,29,60.0,True,Male
Clarence Long,South Nancyport,99616,621,39483,29,60.0,True,Male
Joanna Morton,Tammyburgh,103259,516,13129,5,50.0,False,Female
Lindsey Savage,South Amandatown,108047,704,8646,0,70.0,True,Female
John Holt,Turnerstad,71588,704,20834,5,60.0,True,Female
Adrian Rodriguez,Lake Taratown,128992,514,32530,9,45.0,False,Male
Jessica Garrett,North Kevin,146840,774,10710,30,95.0,True,Female
Bruce Barrera,Maynardfort,88008,320,30459,37,45.0,False,Male
Edward Gallegos,Williamstown,110301,405,42314,27,50.0,False,Male
Sarah Mclaughlin,Benjaminfurt,136824,797,34643,37,85.0,True,Male
Taylor Stein,Hallton,124276,840,2246,27,100.0,True,Male
